Sat Nov 23 22:47:16 2024    /Users/haydentedrake/Desktop/UROP2024/pbh_mass/output.prof

         7689405 function calls (7644922 primitive calls) in 21.312 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1083(start)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:539(FontProperties)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/image.py:1344(FigureImage)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/integrate/_ode.py:1200(dop853)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_dcsrch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/gzip.py:139(GzipFile)
        1    0.000    0.000    0.003    0.003 /opt/anaconda3/lib/python3.12/site-packages/defusedxml/common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_linprog_doc.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/enum.py:117(_iter_bits_lsb)
       35    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/multiarray.py:85(empty_like)
        5    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/sysconfig.py:619(get_paths)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cffi/model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:1764(set_box_aspect)
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_pep440.py:285(Version)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:895(__init__)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2401(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/spatial/_kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/typing.py:237(_type_repr)
      3/2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:5567(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/Image.py:194(Dither)
       24    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2337(<genexpr>)
        5    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/dataclasses.py:1247(dataclass)
       30    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:875(set_clip_rectangle)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:83(_default_update_prop)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3883(And)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:4904(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/gridspec.py:313(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/polar.py:32(PolarTransform)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_rbf.py:55(Rbf)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_axes.py:4489(_parse_scatter_color_args)
       13    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cbook.py:97(__init__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/_weakrefset.py:37(__init__)
       26    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/markers.py:336(get_path)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/numerictypes.py:229(obj2sctype)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/subprocess.py:470(CompletedProcess)
       16    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:174(__set_name__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:1134(ListedColormap)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/Image.py:3669(register_extension)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_pylab_helpers.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1510(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/PngImagePlugin.py:103(Disposal)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/ExifTags.py:360(LightSource)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/scale.py:261(LogScale)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:936(update_from)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/offsetbox.py:744(set_offset)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:818(set_edgecolor)
      2/1    0.000    0.000    0.001    0.001 /opt/anaconda3/lib/python3.12/sysconfig.py:705(get_config_vars)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/ImageFile.py:106(ImageFile)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:1520(EventCollection)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3873(FancyBboxPatch)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:2185(pop_state)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1517(shrink)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_util.py:856(_RichResult)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/special/basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_polyint.py:18(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_cubic.py:575(CubicSpline)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_interpolate.py:111(interp2d)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3301(parseImpl)
       12    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/__init__.py:56(fget)
       10    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/spines.py:591(__iter__)
       16    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_pep440.py:301(<genexpr>)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:1146(__init__)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2172(__eq__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/__init__.py:556(get_configdir)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:800(null)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/special/sf_error.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:582(validate_sketch)
        9    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/text.py:579(_update_clip_properties)
        8    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:1585(Ellipse)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_polyint.py:534(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/constants/constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/inspect.py:1809(_shadowed_dict_from_weakref_mro_tuple)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/scale.py:483(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_pylab_helpers.py:117(set_active)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/offsetbox.py:563(DrawingArea)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/figure.py:2153(SubFigure)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/parser/_parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/linalg/dsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/widgets.py:3123(RectangleSelector)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/offsetbox.py:604(get_transform)
        5    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:596(_validate_greaterthan_minushalf)
       36    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/linalg/linalg.py:488(_unary_dispatcher)
       20    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/enum.py:93(_is_single_bit)
       26    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2508(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:749(StixFonts)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        2    0.000    0.000    0.010    0.005 /opt/anaconda3/lib/python3.12/site-packages/dateutil/__init__.py:12(__getattr__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:1333(LineCollection)
       25    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/lines.py:609(get_markevery)
        8    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/rrule.py:77(<genexpr>)
       17    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:245(get_canvas_width_height)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:291(validate_color_or_inherit)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2645(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_afm.py:358(AFM)
       24    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dviread.py:152(_dispatch)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/sputils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/parser/isoparser.py:42(isoparser)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:1059(_scandir)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backends/registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:1765(Annulus)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backends/registry.py:95(_backend_module_name)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cbook.py:815(Grouper)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:551(set_results_name)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/_osx_support.py:438(customize_config_vars)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/ctypes/__init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:5050(DelimitedList)
       32    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/polynomial.py:168(_roots_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:3760(set_ylabel)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/image.py:1407(BboxImage)
       14    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:2960(<genexpr>)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:2543(get_minpos)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/lbfgsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/Image.py:207(Quantize)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cffi/model.py:345(StructOrUnion)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:160(_DummyAxis)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_data.py:173(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/integrate/_ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_shgo_lib/_vertex.py:446(FieldWrapper)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/numbers.py:319(Integral)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:4120(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cbook.py:92(_StrongRef)
       37    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:2430(_generateDefaultName)
        5    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:219(get_offset_transform)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1130(shrink)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/tz/_factories.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:94(adjust_drawing_area)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/_version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:902(_BivariateSplineBase)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:77(_update_prop)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2464(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:3514(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:2572(YAxis)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:835(stat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:6540(MaskedConstant)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/xml/etree/ElementTree.py:1503(XMLParser)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/PngImagePlugin.py:155(ChunkStream)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:1943(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:3476(_Backend)
        2    0.000    0.000    0.025    0.012 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:2196(math_string)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:444(get_sizes)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/relativedelta.py:18(relativedelta)
        7    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/rrule.py:70(__init__)
       34    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/numeric.py:337(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/platform.py:843(uname_result)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:326(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:73(ToolBase)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/offsetbox.py:640(add_artist)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_differentiable_functions.py:12(ScalarFunction)
        1    0.000    0.000    0.000    0.000 {method '_set_window_mode' of 'matplotlib.backends._macosx.FigureManager' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/ImageFile.py:391(Parser)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/pyplot.py:4157(text)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:116(NavigationToolbar2Mac)
       12    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:191(set_axis)
        8    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/helpers.py:248(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/figure.py:2912(set_canvas)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:309(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:1882(SymLogNorm)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/Image.py:3680(register_extensions)
        2    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3685(WordEnd)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/gridspec.py:541(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/tri/_trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_shgo_lib/_vertex.py:247(VertexCacheField)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:694(get_offset)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/logging/__init__.py:1369(disable)
       32    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/twodim_base.py:230(_diag_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/traceback.py:374(StackSummary)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:931(update_from_data_xy)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/tz/_factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_optimize.py:2372(Brent)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/minpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/extras.py:1607(MAxisConcatenator)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/_binary.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:1725(suppress)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2276(_Style)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/parser/_parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/linalg/decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_nonlin.py:453(InverseJacobian)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:3264(update)
       25    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/markers.py:374(get_snap_threshold)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/scale.py:204(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/scale.py:267(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/results.py:17(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/pyplot.py:554(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/importlib/resources/_adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/_osx_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/spatial/kdtree.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:1635(__invert__)
       16    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/helpers.py:246(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/linalg/_interface.py:570(_CustomLinearOperator)
